Unnamed: 0,text,rating,category,product_name,product_id,sold,shop_id,product_url
4142,"cepat bener sampenya, sudah dipasang sesuai n bagus barangnya",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4143,Barang sesuai pesanan. Respon seller cepat. Trusted. Recomended,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4144,"respon cepat
pengiriman cepat
penjual ramah
barang ok,awalnya g ngerti cara pasangnya tp di arahin dan berhasil hahaha",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4145,"sampai juga akhirnya, lama di kurir jne nya ini barang bagus suka",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4146,"bagus, fungsional, kokoh",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4147,Langsung dirakit!! Manteb bgt kualitasnya. Plastiknya tebel! Harga seusai kantong. Recommended Seller!,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4148,Produk sesuai deskripsi dan yang paling penting penjual fast repsonse,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4149,"Bagus sesuai, kirim cepat , baiknya ujung2nya pas tutup di lem biar kuat",4,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4150,naiseeeeeeeeeeeeeeeeee,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4151,cepattttt.... bagussssss..........,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4152,"barang sudah smp dengan cepat, tp blm dirakit....trims gan :)",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4153,"Respon penjual cepat, barang ok",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4154,Bahan lumayan tebel alhamdulilah mendarat sempurna drumah ...makasih gan,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4155,"Barang bagus, pengiriman cepet pdhal pake reguler",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4156,produk oke. sangat sesuai deskripsi.,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4157,"Pembelian kedua.. barang bagus, gampang pasangnya dan penjualnya ramah",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4158,Cepat proses nya dan barang bagus,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4159,"Barangny bagus.. uda coba pasang juga dan gampang. Respon sellernya cepet, bayar lgs dikirim. Next mau beli lagi banyakan...",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4160,"Bahannya tebel, kualitas ok, respon seller juga cepet. Recommend banget buat yg mau punya rak sepatu portable. Nice product",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4161,"Untuk harga segini, kualitasnya oke. Perakitan kotak sepatunya mudah, mantap lahhh. Thanks yaa",5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4162,Produk cepat sampai tapi blm dibuka,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4163,Verygood item n good service,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4164,ok ajaaaaaaaaaaaaaaaaaaaaaaaaaaa,3,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4165,baguss. Love it. mau beli lagi ah,5,fashion,Kotak Sepatu Pria Flip Buka Depan dengan Frame Plastik,292736349,12rb,116740,https://www.tokopedia.com/miraclestore/kotak-sepatu-pria-flip-buka-depan-dengan-frame-plastik
4166,"Mantap bro barang nya,sesuai dengan harga",4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4167,"Produk standar dengan harga, tapi licin di aspal",3,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4168,Barang bagus sesuai harga,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4169,Produk bagus walaupun tampak sederhana,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4170,"Kreen 👍🏽, barang oke, harga ekonomis, buat  jalan-jalan lumayan",5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4171,Pelayan rama pengiriman cepat top deh buat tokonya sesuai harga sukse ya gan tks,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4172,Mantap sesuai dengan ke inginan,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4173,"Sesuai Harga lah...
Walau tanpa merek juga karna Harganya Terjangkau....",5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4174,Mantap ... Sangat baik..,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4175,"Good bgt deh, pengirimannya cpt bgtt",5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4176,barang sesuai deskripsi,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4177,Barang bagus maksih barangnya,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4178,"Barang yg dikirim  sesuai gambar, paling oke",5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4179,"Tali sepatunya belang, saya tidak suka dan tidak sesuai pesanan nmr.42 dikirim nmr.40",2,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4180,Sesuai diskripsi terimakasih,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4181,Mabtabbb murah toooop pokonyaaaa,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4182,Sesuai dgn gambar dan lumayan bagus.,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4183,"Sesuai harga, terimakasih udh sabar min",4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4184,"Barang telah sampai, sesuai dengan gambar dan Diskripsi. Semoga awet..",4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4185,"Barang si oke saya pesan navy size 42 yg dikirim hitam Size 41 , dan packing nya tidak rapih ,,,",1,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4186,Alhamdulillh barang dah sampe,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4187,Cepat sampe n tpi knpa g dbngkus yaa kardus ny,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4188,"Sesuai harga, minusnya pengiriman agak lambat",3,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4189,Makasih gan . Moga sukses,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4190,Sepatu nya oke enteng bagus,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4191,Overall okee brgnya....semoga awet.,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4192,Harga murah &amp; kualitas bagus,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4193,barang ok sesuai dgn harga,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4194,Terimakasi barang sudah saya terima,3,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4195,"Brang dah nyampe dengan selamat mkasi gan,",4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4196,"Produk bagus,bahan jg bagus sesuai dg deskripsi..tp sayang,seller krg teliti.salah size...jd di pake sempit.yaah...hrs 2x blnja akhirnya.lain kali yg lebih teliti boss..biar konsumen tdk kecewa",4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4197,Ukurannya sm warna sepatu sesuai dgn yg sy pesan,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4198,Pengiriman cepat barang sesuai dengan harga,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4199,"Lumayan sesuai harga, pengiriman cepat",3,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4200,Sesuai Dengan picture pokoknya gak kecewa,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4201,Minta di kirim jumat malah di kirim hari sabtu -__-,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4202,Produk sesuai pesanan dan datang sesuai ekspektasi.,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4203,barang sudah sampai..proses cepat..sesuai deskripsi..saran packing lebih ditingkatkan..,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4204,Fast reapon tiba dgn selamat trims ya,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4205,"ukuran, warna sesuai pesanan saya,",4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4206,Produk yang dikirim bgs sesuai gambar dan harga cuman yang kecewa tuh ukuran tabel buat sepatunya bukan kaki jd engga muat untung sodara ada yg muat jd buat dia kalo engga sia2. Semoga bisa di update seler jd engga buat pembeli lain kecewa dan sebelom kirim tolong cek sol bawahnya.semoga lebih baik di kedepannya,3,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4207,Sesuai deskripsi dan harga,4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4208,Sesuai dengan deskripsi,5,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4209,"Agak tipis sih, over all good",4,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4210,Tipis banget bahannya. Sesuai sih sama harga. Agak kecewa sama pesanan,3,fashion,Sepatu Sport Pria - Sneakers Pria Casual Boost 350 Import - Murah,391717474,227,1115727,https://www.tokopedia.com/bridgeacc/sepatu-sport-pria-sneakers-pria-casual-boost-350-import-murah
4211,"Barang nya nice kak,..  Sesuai harga,..  Matursuwun nggeh kak,.  Terima kasih suka sepatu nya",4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4212,Keren  tambah ganteng😁😁😁😁,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4213,Bakal jadi langganan ini klo cari2 sepatu yg enak buat dipakai,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4214,Bahan nya ringan gk kaku dipakek,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4215,Barang sesuai pesanan.  Thanks,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4216,Produk bagus dan respon penjual cepat,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4217,Pengirimannya Good Bangettt!!!,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4218,Ok bagus top markotop..........,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4219,"Barang sesuai deskripsi, untuk barang dengan harga segitu mantap lah :)",4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4220,"barang baru saya terima. barang ok lah, sesuai harganya.",5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4221,makasi barang sudah sampai kualitas sesuai harga lah,4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4222,"Kualitas sesuai harga, not bad",3,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4223,Barang sudah sampai sepatu nya bagus tapi packing nya kurang rapih penyok2 gitu kardus nya tapi gk papa lah,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4224,"Ada harga ada kualitas kok, 5star",5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4225,"Barangnya oke, no problem.
Terimakasih",5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4226,"respon cepat, sesuai gambar, recoment banget deh",5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4227,"Barang nya udah nyampe, pengiriman cepat, terimakasih.",5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4228,Sesuai deskripsi mantaaaaf gan sukses terus,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4229,Mantabbbb gannnnnn.......,4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4230,Respon cpt barang sesuai harga mantapp,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4231,barang sudah sampai sesuai dengan permintaan saya. penjualnya juga baik dan respon chatnya juga cepat. sukses buat usahanya,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4232,Barangnya Bagus Sesuai Pesanan Top Dech Pokoknya 👍👍,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4233,"Sepatunya bagus, harga dengan barang sesuai,  tidak kemahalan, kualitas cukup oke",5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4234,Baguss Sepatu Nya sesuai Harga,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4235,Lumayan lah buat jalan jalan,3,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4236,Sesuai dengan harga.  Pokonya mantulllllll,4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4237,mantulllllll kerennnnnnnnnnn,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4238,"Barang sudah diterima ,hanya saja kecewa dengan pengirimannya yg lama",2,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4239,Sumpah bnr2 cute bgt 😍 sesuai ekspektasi bgt 😢😢 huhuhu i like it ❤❤❤❤,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4240,Barangnya bagus dan lumayan murah,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4241,"Sesuai dgn deskripsi
Recommended...........",5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4242,"Sesuai pesanan,  agak lama sampai ya",5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4243,"Bagus, sesuai harga, pengirimannya lamaaa, mantap lah",5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4244,"Trimaksih barang udah sampe 
Rapi barang ny bagus mdh&#34;n awet...
Buat 5 th kedepan",5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4245,barang sesuai harga................!!,4,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4246,Respon pengiriman cepat,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4247,Sesuai deskripsi... good seller,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4248,Barang sesuai dengan yang dipesan serta sesuai deskripsi gambarnya.,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4249,Keren dan bagus bikin pembeli puas,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4250,Barangnya bagus sesuai degan yg di foto thank so much,5,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4251,Ngak ada talinya warna juga kurang sesuai,2,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
4252,"Barang nya ringan banget, pengiriman nya lama",3,fashion,sepatu pria rebook terbaru murah berkualitas,406951717,293,3548497,https://www.tokopedia.com/samolshopmjk/sepatu-pria-rebook-terbaru-murah-berkualitas
